Institution,Generel trivsel,Faglig trivsel,Ro og orden,Social trivsel,Støtte og inspiration,Karaktergennemsnit,Antal karakterer
Elev Skole (Aarhus),3.82698292424243,3.73827548484849,3.65530303030303,4.20252525757576,3.48917743939394,,
Ellebjerg Skole (København),3.65475647389558,3.65165305263158,3.73891129032258,3.898519048,3.25840506024096,6.32910229958678,484
Ellebækskolen (Køge),3.29210173684211,3.2154761,3.6375,3.59166665,2.74812026315789,,
"Ellebækskolen, afd. Kalbyris (Næstved)",3.58310722567288,3.50017174845362,3.79304408057851,3.84958259128631,3.16843253958334,6.76548965641568,943
Ellehøjskolen (Aarhus),3.52215743373494,3.54729822754491,3.63052208433735,3.77046352662722,3.06767676969697,5.70483150980392,102
Ellekildeskolen (Guldborgsund),3.46810992473118,3.42522604301075,3.46863798924731,3.84749531182796,2.98286744565218,,
Ellemarkskolen (Køge),3.44184813888889,3.58991547619048,3.47011952191235,3.72762284462151,2.84491557768924,6.58420754285714,735
Ellevangskolen (Aarhus),3.60125484580499,3.64354224373577,3.73787878636364,3.88978986363637,3.07062227500001,7.92967071041059,1364
Ellidshøj Skole (Aalborg),3.69151127777778,3.45575383333333,3.88425927777778,4.05679011111111,3.31878305555556,,
Elsted Skole (Aarhus),3.55693001405152,3.5475373551402,3.59562841451991,3.96718587616823,2.93778372429907,7.89210770448044,1049
Eltang Skole og Børnehave (Kolding),3.67039195,3.57534829268293,3.78571428571429,4.025625,3.11921773809524,,
Endrupskolen (Fredensborg),3.63723479545454,3.65572830681819,3.60227272348485,4.003908125,3.1116139389313,8.34995699403874,671
Engbjergskolen (Herning),3.74364067346939,3.62293470408163,3.81122448979592,4.03018708163265,3.42978624489796,,
Engdalskolen (Aarhus),3.53980699356223,3.56711789914164,3.67560801502146,3.8754828390558,2.94563834267243,7.48353920216606,1108
Engelsborgskolen (Lyngby-Taarbæk),3.64454273714285,3.711971013308,3.78912213740458,3.93713334980989,3.06356007809525,8.50751548463904,1302
Engesvang Skole (Ikast-Brande),3.61371764848485,3.59997103030303,3.74146586144578,3.92643097575758,3.10715726666667,7.14173974567902,405
Enghavegård Skole (Gladsaxe),3.51593674829932,3.60143469047619,3.5717120170068,3.80064164067797,2.97462492465753,7.365248945885,887
Engholmskolen (Allerød),3.7062749140625,3.73932989610391,3.7980852924282,4.11054688020834,3.05262404973822,,
Englystskolen (Vejle),3.61674778526315,3.64999152731094,3.7170175431579,3.93575596638656,3.06693732421054,7.45201263782448,809
Engskolen (København),3.55259753409091,3.45647090909091,3.69101123595506,3.83310527586207,3.18614718181818,,
Engstrandskolen (Hvidovre),3.36575042756184,3.44265654416961,3.37647754609929,3.70352375265018,2.78484463829787,6.55389675787727,603
Engum Skole (Vejle),3.63506831707317,3.53948890243902,4.01626017073171,3.81680217073171,3.25458770731707,,
Engvang Den grønne Skole (Holbæk),3.39075616666667,3.29464283333333,3.63425925,3.66993197142857,3.00271169444444,,
Erlev Skole (Haderslev),3.70388010714286,3.66196417857143,3.85892857142857,3.99526077142857,3.24729361151079,6.42740642391305,184
"Erritsø Fællesskole, Afd. Højmosen (Fredericia)",3.71268770138889,3.65112377622377,3.66435184722222,4.10048225694444,3.25987351048951,,
"Erritsø Fællesskole, Erritsø Bygade (Fredericia)",3.56643445977012,3.57985607662835,3.85273536641221,3.85250258237548,2.96957877307692,7.10624068859986,1307
"Erritsø Fællesskole, Krogagervej (Fredericia)",3.658721,3.61737512987013,3.53354978571429,4.04950979084967,3.22291275324675,6.6880856023166,518
Erslev Skole (Morsø),3.75126305,3.5743451,3.75,4.08157180487805,3.450238025,,
Eskilstrup Børne- og Skolefællesskab (Guldborgsund),3.43125971428571,3.36205504347826,3.52898550310559,3.78678891925466,2.94967467701863,6.54265829398148,432
Espe Skole (Faaborg-Midtfyn),3.6073202972973,3.54054035135135,3.59459459459459,3.89879878378378,3.27606175675676,,
Espergærdeskolen (Helsingør),3.74185471014493,3.7929605942029,3.75,4.1273751884058,3.12077289855072,,
Familieinstitutionen Topshøj (Sorø),3.418626,3.2570683125,3.5416666875,3.737326375,3.05833325,,
Fanø Skole (Fanø),3.5962889047619,3.58641063945578,3.62755102040816,3.99448223129252,3.01836738095238,7.48764662823529,425
Farstrup Skole (Aalborg),3.61241924285714,3.5417516,3.73913043478261,3.94238095714286,3.1615646,6.55857098800001,250
Farsø Skole (Vesthimmerlands),3.59072152348993,3.57834362416108,3.73885172909699,3.88147437919464,3.1045062181208,6.91344669287211,954
Faster-Astrup Skole (Ringkøbing-Skjern),3.6779043125,3.6136530625,3.8828125,3.99375,3.18303578125,,
Felsted Centralskole (Aabenraa),3.43290480898876,3.4332031920904,3.53277153370787,3.79119180898876,2.86211994350282,6.49800945783132,664
Ferslev Skole (Aalborg),3.53010797660819,3.51308819298246,3.7046783625731,3.80690061046511,3.0580618128655,7.3419807264151,424
Filstedvejens Skole (Aalborg),3.49378296153846,3.56685283601287,3.61307609967846,3.73531745512821,2.99649770322581,6.59521114587972,898
Finderuphøj Skole (Viborg),3.73286836516854,3.74696350561798,3.76357678089888,4.0554418483146,3.23666935028249,,
Firehøjeskolen (Vejle),3.2748918515625,3.2936847890625,3.306640625,3.6364893359375,2.72613421259843,7.65385480132451,302
Firhøjskolen (Kalundborg),3.31044535789474,3.27895565263158,3.3921052631579,3.68394735789473,2.76691731578947,5.86543323979593,392
Firkløverskolen (Lejre),3.50000016949153,3.43561844827586,3.75141242372881,3.75145949152542,3.08482649152542,,
"Firkløverskolen, Elkjær (Vejle)",3.27216670454545,3.10939465116279,3.39962122727273,3.61799243181818,2.91158004545455,,
"Firkløverskolen, Givskud (Vejle)",3.2649045,3.21369036666667,3.25555553333333,3.5060185,2.96857136666667,,
"Firkløverskolen, Ikær (Vejle)",3.38102325423729,3.35336954310345,3.46822033050847,3.69607210169492,2.93016549152542,6.82961266666667,480
"Firkløverskolen, Søndermarken (Vejle)",3.43556674,3.43711896,3.44,3.86859823178808,2.80560324,,
Fjelsted Harndrup Skole (Middelfart),3.60223052380953,3.47817447619048,3.66666666666667,3.96402116666667,3.18310661904762,,
Fjelstervang Skole (Ringkøbing-Skjern),3.33029346153846,3.22060446153846,3.56089742307692,3.67283273076923,2.83058607692308,,
Fjerritslev Skole (Jammerbugt),3.40430347959184,3.39937500680272,3.52076223208191,3.73386198983051,2.86999510544218,6.47201577955271,1252
"Fjordbakkeskolen, Skærbæk (Fredericia)",3.76059600961538,3.705337875,3.94230769230769,4.08549299038462,3.25869965384615,,
"Fjordbakkeskolen, afdeling Taulov (Fredericia)",3.52697087262873,3.4881433918919,3.69474637771739,3.85175951212939,3.00548457181572,7.27647014705882,1020
"Fjordklyngeskolen, afd. Skals (Viborg)",3.49307418681319,3.55373487362638,3.57188644505495,3.79563491758242,2.9458137032967,6.51972331358885,574
"Fjordklyngeskolen, afd. Ulbjerg (Viborg)",4.00912920689655,3.84195389655172,4.0,4.39096882758621,3.66502468965517,,
Fjordlandsskolen (Frederikssund),3.40089268401487,3.41569591078067,3.46766169402985,3.7156458401487,2.90017769402985,6.62553817401392,431
Fjordskolen (Aabenraa),3.56903436893204,3.33697934653465,3.89182691346154,3.87386241904762,3.241163,,
Fjordskolen (Lejre),3.321330375,2.99515533333333,3.89130434782609,3.56587295833333,3.01765875,,
"Fjordskolen, Hedevang (Roskilde)",3.44485035714286,3.28880168292683,3.77380952380952,3.81547617073171,2.91184809523809,,
"Fjordskolen, Lysholm (Roskilde)",4.265570875,4.316220125,4.50925922222222,4.36388888888889,3.988095125,,
"Fladsåskolen, afd. Korskilde (Næstved)",3.616162325,3.6280752375,3.6447916625,3.8199107125,3.2961309375,6.45341571936759,253
"Fladsåskolen, afd. Mogenstrup (Næstved)",3.39074918378378,3.39399391351352,3.57815315405405,3.72320678108109,2.8119497945946,7.17667973891626,812
Flauenskjold Skole (Brønderslev),3.6505746,3.5633332,3.65,3.96,3.30857132,,
Fløng Skole (Høje-Taastrup),3.52850667688022,3.50400906685237,3.6434540362117,3.82286637396122,3.07002526536313,7.00643804622496,649
Fonden ConCura Skolen (Holbæk),3.13510235294118,3.15252082352941,3.63235294117647,3.22595705882353,2.7875,,
Fonden Fællesskolen (Vordingborg),3.09140916666667,3.331349,3.08333333333333,3.20185183333333,2.66666666666667,,
Fonden Godhavn (Gribskov),3.45184826086957,3.325828,3.8804347826087,3.71714973913043,2.9906832173913,,
Fourfeldtskolen Bohr (Esbjerg),3.54597388377724,3.56362551573851,3.64049919565217,3.90495406779661,2.95716015254238,6.94281714866112,1083
Fredensborg Skole (Fredensborg),3.58815460641399,3.59121189795919,3.66375121282799,3.9321370787172,3.04799388046647,8.13213054409319,1202
Fredericiaskolen (Fredericia),3.50204638461539,3.38079961538462,3.40384615384615,3.80906592307692,3.29945046153846,,
Frederiks Skole (Viborg),3.46616041121495,3.51863583177571,3.58060747663551,3.78401757943925,2.88920783177571,6.6850927152174,460
Frederiksberg Skole (Sorø),3.62203863905326,3.64002054437871,3.67480276035503,4.00552493175074,3.02583826331361,7.99392884990059,1006
Frederiksbjerg Skole (Aarhus),3.72964976811594,3.74198941821948,3.72481021325052,4.04419879296067,3.27084944074844,7.74840027036105,1191
Frederiksborg Byskole (Hillerød),3.5144924741784,3.61146943396228,3.56294117647059,3.83742175117371,2.91590655399062,7.90111132464933,1497
Frederiksgård Skole (København),3.6217586875,3.55570840625,3.84635416666667,3.85660136458333,3.21684211578947,,
"Frederiksodde skole, Indre Ringvej (Fredericia)",3.38599621875,3.1451636875,3.74999996875,3.62328871875,3.14377887096774,,
"Frederiksodde skole, Lumbyesvej (Fredericia)",3.2639955,3.109127,3.3125,3.55,2.97817466666667,,
"Frederiksodde skole, Ullerupdalvej (Fredericia)",3.84193720454545,3.64817455555556,3.99242422727273,3.95635804444445,3.71266234090909,,
Frederiksværk Skole (Halsnæs),3.30548252727273,3.32504860454545,3.3627451040724,3.63834482352941,2.78838184722223,6.38848947554349,368
Frejaskolen (København),3.61919566197183,3.54179885507247,3.87793426760563,3.91847192957746,3.12659867142857,,
Frejlev Skole (Aalborg),3.66342209121621,3.62047582154882,3.80162738383838,4.01354166891892,3.12388191891892,7.49057327986347,879
Frelloskolen (Varde),3.55633185010267,3.52890868583163,3.72067901028807,3.89189937242799,3.01452135257733,7.27946387500001,160
Friheden (Holbæk),3.1619642,3.3033332,3.61666666666667,3.135,2.75714286666667,,
Frisholm Skole (Silkeborg),3.41142249344978,3.40024424017468,3.46870451091703,3.81762493013101,2.80717429955947,7.25615908018154,661
Frydenhøjskolen (Hvidovre),3.54052445454545,3.57756015151516,3.56382001652893,3.83246684109589,3.0591630523416,6.56896971339174,799
Frydenstrand - Abildvej skoleafdeling (Frederikshavn),3.6664173,3.420238,3.8583333,3.9366667,3.4214285,6.90371979999999,960
Frydenstrand - Buhlsvej Skoleafdeling (Frederikshavn),3.53939259840426,3.54799672000001,3.52526595744681,3.90281883023873,3.01287242245989,,
Fuglsanggårdsskolen (Lyngby-Taarbæk),3.79354487218045,3.81969134500001,3.82330827067669,4.1078392825,3.28569633417086,8.5350524736842,1026
Fynshav Børneunivers (Sønderborg),3.74407991666667,3.55521537142857,3.75925925,4.04459877777778,3.54748680555556,6.09985378911565,147
Fynslund Skole og Børnehus (Kolding),3.94733468292683,3.90403587804878,4.15853658536585,4.22926829268293,3.47386763414634,,
Fyrtårnet Stenløse ApS (Egedal),3.18138531818182,3.16293286363636,3.55681818181818,3.44612190909091,2.54535133333333,,
Fårevejle Skole (Odsherred),3.50930163473054,3.34165719526627,3.67559523809524,3.88900395857988,3.04771766272189,6.11711375364964,548
Fårup Skole og Børneby (Randers),3.63902144047619,3.50403908333333,3.79166666666667,4.03835978571429,3.13577091666667,6.71693079398148,432
Fårupgård Ungecenter (Vejle),3.38361321428571,3.11649657142857,3.57142857142857,3.72973357142857,3.0561225,,
Fårvang Skole (Silkeborg),3.38869783146068,3.41276109039548,3.67602996629214,3.6638576741573,2.79755215730337,6.85706042250286,871
Fælleshåbsskolen (Vejle),3.53979807246377,3.5226635615942,3.67848485090909,3.88184452877698,2.97856277818182,7.31633607617187,512
"Fællesskolen Bevtoft-Over Jerstal, afd. Over Jerstal (Haderslev)",3.72807880821918,3.73507815068494,3.79566209589041,3.92346161643836,3.40671887671233,6.10357095,20
Fællesskolen Favrdal-Fjelstrup (Haderslev),3.54658818092909,3.59053525427874,3.66260162682927,3.86010595110025,2.98226798533008,7.44901393015332,1174
Fællesskolen Hammelev-Sct. Severin (Haderslev),3.60642537944664,3.57501243083004,3.59815547035573,3.96351558893281,3.13466964822134,6.48511860416667,48
Fællesskolen HoptrupMarstrupVilstrup (Haderslev),3.928578,3.87336076086957,4.15248227659575,4.24565217391304,3.37867274468085,5.95153007142857,14
Fællesskolen Nustrup-Sommersted (Haderslev),3.33370165384615,3.24526853846154,3.31410255769231,3.60676130769231,3.051282,5.574404375,24
Føvling Skole (Vejen),3.40938494736842,3.29667907894737,3.30921052631579,3.77393484210526,3.05776939473684,,
Gadstrup Skole (Roskilde),3.60529909452736,3.62158171287129,3.74,3.99480197524752,2.96164289,7.25536767638036,652
Gamle Hjortespringskole (Herlev),3.4968215125,3.4276933375,3.59375,3.807385925,3.07498493670886,,
Gammelgaardsskolen (Aarhus),3.64095949272727,3.705316067029,3.70636363818182,3.96623683725136,3.06003894909092,7.84622483087029,1218
Gandrup Skole (Aalborg),3.44505006280193,3.40247771291866,3.60909822705314,3.73667989047619,2.98317151941748,6.70583611073825,596
Ganløse Skole (Egedal),3.36674918727915,3.39294541696113,3.48463357092199,3.71975185211267,2.75774234042553,7.69762474656357,1164
Gasværksvejens Skole (København),3.42291123938224,3.49294438223939,3.38063063320463,3.77222374045801,2.86132337209302,8.06159850688073,436
Gedebjerg Skole A/S (Næstved),3.50909669811321,3.30174449056604,3.83018867924528,3.89645854716981,3.01239886792453,,
Gedsted Skole (Vesthimmerlands),3.67538981818182,3.58329706060606,4.0,3.89427609090909,3.28282821212121,,
Gedved Skole (Horsens),3.6013336212766,3.57961826382979,3.61985815744681,3.97560958723404,3.07971631489362,7.19204809433963,424
Gelsted Skole (Middelfart),3.96799634482759,3.78591943103448,3.96551724137931,4.33735632758621,3.64441705172414,5.84266371621622,74
Genner Univers (Aabenraa),3.84021005882353,3.85434164705882,4.17129627777778,3.91764705882353,3.56862741176471,,
Gentofte Skole (Gentofte),3.6765958879056,3.80008299705016,3.70353982300885,4.03563562130178,3.01490377581121,8.36027815896488,1082
Gerbrandskolen (København),3.65676660074627,3.73789971052632,3.71419752962963,3.95737236567164,3.0935194887218,6.82036733663367,404
Gesten Børnecenter (Vejen),3.5095245483871,3.56086783870968,3.53225806451613,3.78817206451613,3.03763435483871,,
"Gilbjergskolen, Gilleleje (Gribskov)",3.5690099804401,3.58490789242055,3.74470252567237,3.88443573414635,2.99517971078432,,
Gildbroskolen (Ishøj),3.57833063786008,3.51631548559671,3.7172131147541,3.82049668442623,3.20840219421488,5.66453811858407,565
"Gistrup Skole, afdeling Hadsundvej (Aalborg)",3.61048347916666,3.68576984155845,3.61471861558442,3.94239847532468,3.04182787760417,7.73912090878662,1195
Gjern Skole (Silkeborg),3.71227986666667,3.65416651666667,3.69583333333333,4.01518518333333,3.35436506666667,,
Gjessø Skole (Silkeborg),3.68687325,3.80559615384615,3.61875,3.905416675,3.29833335,,
Gjøl Skole (Jammerbugt),3.64275457692308,3.56373611538461,3.82371796153846,3.95,3.16007323076923,,
Gl Hasseris Skole (Aalborg),3.62234796794872,3.65695280128206,3.66862535897436,3.98560552034262,3.03638946268658,7.74793292947559,1106
Gl Lindholm Skole (Aalborg),3.48600982857143,3.43444719285715,3.52580071174377,3.84349037943262,2.98970538489208,6.79352634672618,672
Gl Rye Skole (Skanderborg),3.84634094505495,3.66820587912088,3.99725274725275,4.23516483516484,3.39822083516484,,
Gladsaxe Skole (Gladsaxe),3.55391196473551,3.60237584848486,3.50944584634761,3.87369686180905,3.07365842893401,7.04756193214285,840
Glamsbjergskolen (Assens),3.37638306746032,3.4010022749004,3.39748677380952,3.77778250396825,2.76385883266933,7.15901814419694,853
Glavendrupskolen (Nordfyns),3.50255825201072,3.46492647593583,3.61541889839572,3.82018475806452,3.03270607526882,,
Glejbjerg Børne- og Skolecenter (Vejen),3.72962845,3.617708175,3.8,4.068333325,3.3327381,,
"Glostrup Skole, Ejby (Glostrup)",3.67590242307692,3.69257247169811,3.70833332692308,3.97348011320755,3.19869276470588,,
"Glostrup Skole, Skovvang (Glostrup)",3.46733390880503,3.49508903154574,3.48107255835962,3.81340721383649,2.936702581761,6.80019100335008,597
"Glostrup Skole, Vestervang (Glostrup)",3.55025754929578,3.62078117730496,3.6069739929078,3.74289572916667,3.16151911267606,6.64980782102909,447
"Glostrup skole, Nordvang (Glostrup)",3.46033006713781,3.47460592553191,3.46024734628975,3.81813841403509,2.9408126819788,6.73675589460153,778
"Glostrup skole, Søndervang (Glostrup)",3.50968447645429,3.50424110497238,3.63078703888889,3.81447045454546,3.01510580833333,6.83032106258322,751
Glud Skole (Hedensted),3.88442241509434,3.78507771698113,3.77358490566038,4.16881550943396,3.63477083018868,,
Glyngøre Skole (Skive),3.79542506451613,3.6984765483871,3.73118280645161,4.15448029032258,3.4293395483871,6.56271733333334,123
Godthåbsvejens Skole (Struer),3.81948357142857,3.768849,4.202381,3.95714285714286,3.46632657142857,,
Gram Skole (Haderslev),3.47788217431193,3.38598836363636,3.39678899082569,3.83946969090909,3.08928570909091,6.34721212682927,410
Grauballe Skole (Silkeborg),3.8795576,3.90666656,3.905,4.1405,3.45595232,,
Gredstedbro Skole Vadehav (Esbjerg),3.39279815483871,3.37812841935484,3.44677419354839,3.75452637419355,2.87496160645161,6.38054979391892,296
Grejsdal Skole (Vejle),3.60791918032787,3.58596781967213,3.5875,3.8452511147541,3.31311473770492,,
Grenen-Glesborg (Norddjurs),3.1569408,3.0583332,3.5666666,3.81,2.1714284,,
Grennessminde Birkerød (Rudersdal),3.67343803030303,3.56450209090909,3.78535354545455,3.934672625,3.42619059375,,
Gribskolen  Græsted (Gribskov),3.3932277370892,3.3909549201878,3.40023474178404,3.68136597652582,2.98119825821597,,
Grindsted Skole (Aalborg),3.86821140740741,4.01851829629629,4.10185185185185,3.83744855555556,3.60317455555556,,
Grindsted Vestre Skole (Billund),3.38473954202899,3.31399989212828,3.38905038953488,3.71992919241983,2.97792955072464,6.75603077373068,906
Grydemoseskolen (Helsingør),3.76340826190476,3.72999128915663,3.72123015476191,4.16891534523809,3.26587301190476,7.29072943099274,413
Gråsten Skole (Sønderborg),3.47325292607004,3.52045729961089,3.56776913229572,3.80368923828125,2.8934593618677,7.14923558982346,963
Grønhøjskolen (Randers),3.4677515145631,3.38977684951457,3.70469255825243,3.76881453883495,2.98319327450981,6.27350642584745,472
Grønnemose Skole (Gladsaxe),3.57082648820755,3.59434935071091,3.71285377358491,3.83564595990567,3.08676685815604,7.52315464921465,1146
Grønnevang Skole (Hillerød),3.64448622959183,3.62799180562661,3.74553571428571,3.98380728644502,3.11779927621483,7.5542012524064,935
Grønvangskolen (Vejen),3.6308604315197,3.60060518198876,3.76250781801126,4.0143184727955,3.03956938836774,7.17180677945448,1723
Gudumholm Skole (Aalborg),3.321760375,3.26089867605634,3.43607305479452,3.69443891666667,2.79892685915493,6.9776216550633,316
Gug Skole (Aalborg),3.58932472053232,3.61436934410648,3.58507604562738,3.98290633079848,3.00141677946769,7.55175868346346,1409
Guldberg Skole (København),3.65439065189874,3.65451396529969,3.76209253312303,4.04091206984128,3.03891157142857,6.85475244191919,792
Gullestrup Børnecenter (Herning),3.57410614814815,3.5455467037037,3.66512346296296,3.89093407692308,3.12932094444445,,
Gungehusskolen (Hvidovre),3.46109235869565,3.42475316,3.69200244322344,3.76861039636364,2.95467499270073,6.46352350941027,797
Gylling Skole (Odder),3.351576625,3.29563483333333,3.38194445833333,3.649933875,2.953769875,,
Gyvelhøjskolen (Skanderborg),3.50030928455285,3.5039826194332,3.55430327868852,3.92346754878048,2.88275258943089,7.13868661387282,865
Gårslev Skole (Vejle),3.5847465,3.47718240322581,3.55913979032258,3.84050179032258,3.35368661290323,,
"Gåsetårnskolen, Iselinge (Vordingborg)",3.57248215145631,3.54361912038836,3.74677002325581,3.87908108317215,3.06423484660195,6.56181227013966,1862
"Gåsetårnskolen, Kastrup afdeling (Vordingborg)",3.66696312962963,3.53439144444444,3.76851851851852,4.03888888888889,3.23015872222222,,
"Gåsetårnskolen, Ørslev (Vordingborg)",3.742115,3.73511886666667,3.95,3.94435186666667,3.33095236666667,,
Gærum skoleafdeling (Frederikshavn),3.72580713333333,3.74861093333333,3.74166666666667,4.05021163333333,3.24761903333333,6.89813265909091,88
Gødvadskolen (Silkeborg),3.64277813636364,3.67940822727273,3.6969697,3.95917027272727,3.12294366363636,,
Gørding Skole Fortuna (Esbjerg),3.53502973888889,3.49645493888889,3.60370370555556,3.87325396666667,3.04775127222222,6.41334645115453,563
Gørlev Skole (Kalundborg),3.36267588888889,3.247726,3.52685185555556,3.62503086666666,3.02820112222222,5.7179349270073,274
Haarby Skole (Assens),3.43658576719577,3.4044468941799,3.42592592592593,3.76960611640211,2.99181154497355,6.97205220797721,702
Hadbjerg Skole (Favrskov),3.67551158723405,3.62465370212766,3.71808510638298,4.04467747659575,3.1818642212766,7.0077042516854,445
Haderup Skole (Herning),3.54188108433735,3.41802920481928,3.68473896385542,3.90421207228916,3.08255880722892,6.61830313970589,272
Hadsten Skole (Favrskov),3.51887338387097,3.51635423225807,3.70388349514563,3.80438044193548,2.9995361525974,7.46869512271343,1312
Hadsund Skole (Mariagerfjord),3.65976025352113,3.6048053943662,3.78098591549296,3.98473231073447,3.18983233239436,7.08906005675675,1110
Hald Ege Skole (Viborg),3.50172440221402,3.59037544117647,3.62484624723247,3.86459646323529,2.81738971851851,7.40456424142012,845
Haldum-Hinnerup Skolen (Favrskov),3.60450594620253,3.62763027301588,3.63765822468354,3.98349909810128,3.02169224367089,7.74005664294632,801
Halgård Skole (Holstebro),3.78551548226951,3.80908886170214,3.76660735587189,4.16249088339223,3.22548123404255,,
Hals Skole (Aalborg),3.54563197972973,3.4759587181208,3.64399093197279,3.9342681409396,2.99005793243243,6.45423033846154,650
Hammershøj Skole (Viborg),3.45802412676056,3.34928171830986,3.48239436619718,3.86122569014084,2.98726783687943,6.37447214767933,237
Hanebjerg Skole (Hillerød),3.48465053846154,3.45599749593496,3.65553306072875,3.83997172469635,2.90775013765182,7.66001082677164,635
Hannæs-Østerild Skole (Thisted),3.71717032520325,3.58394621138212,3.79268292682927,4.07075429268293,3.31978319512195,6.47650332730263,608
Hans Rømer Skolen (Bornholm),3.49114794117647,3.47813967251462,3.51413255555556,3.77765780232558,3.0864706,6.8992427152318,302
Hanssted Skole (København),3.71780873853211,3.7102267260274,3.81050228310502,4.08614023394496,3.12617948847927,7.46206788903566,757
Hanstholm Skole (Thisted),3.43471261344538,3.44227683193277,3.59943977310924,3.67935516666667,2.96994803361345,6.39186466666667,396
Harboøre Skole og Børnecenter (Lemvig),3.65554921052632,3.56092043421052,3.81140350657895,4.09258040789474,3.04746238157895,6.90331106962026,316
Hareskov Skole (Furesø),3.80691911330049,3.82255638177341,3.88669950492611,4.18766908866995,3.19682145812809,8.51119507149404,1091
Harløse Skole (Hillerød),3.6079578,3.394920525,3.99375,3.9415751025641,3.14468861538462,,
Harrestrup Å Skole (København),3.46411502978723,3.54536522929937,3.43816631130064,3.72231256170213,3.01987708817205,6.10714240322581,62
Harte Skole (Kolding),3.81354492592593,3.72490438888889,3.82253087037037,4.16505049090909,3.37331535849057,,
Hashøjskolen (Slagelse),3.72517848214286,3.65146673214286,3.56101191071429,4.02504958928572,3.47278914285714,,
Hasle Skole (Aarhus),3.53556412721894,3.60887098224853,3.54906311538462,3.84084601479291,3.00175922255193,6.75622361825726,723
Hastrupskolen (Køge),3.63719842145594,3.67478008846154,3.7512674296578,3.9520098740458,3.0827951072797,6.96492020555555,900
Havbakkeskolen (Mariagerfjord),3.81529143809524,3.77072929523809,3.96111111428571,4.11002644761905,3.3678911047619,7.13925646774193,496
Havdrup Skole (Solrød),3.54830788381743,3.54752877685951,3.74031812033195,3.90426669421488,2.9167262,7.16755910555555,720
Haverslev-Ravnkilde Skole (Rebild),3.61024084482759,3.46544868965517,3.61350574137931,4.07792144827586,3.09745479310345,,
Havndal Skole (Randers),3.4974436,3.50334451428571,3.65714285714286,3.81714285714286,2.937415,6.88801408474576,118
Havrehedskolen (Nordfyns),3.63104359894459,3.5862837282322,3.82673702638522,3.9931182131579,3.05559113456464,7.72653854449647,854
Hedegårdenes Skole (Roskilde),3.60832906046512,3.62233337850468,3.73255813953488,3.93089304205607,3.0512735255814,7.32805198018292,656
Hedegårdsskolen (Ballerup),3.61308762299465,3.61214656951873,3.7625111689008,3.85270688000001,3.17151792225201,6.88656874480711,1011
Hedegårdsskolen (Brønderslev),3.70792290330789,3.66303959796438,3.77120440966921,4.05255720558376,3.22503937150128,7.46815461649089,1043
Hedelyskolen (Greve),3.54776831203931,3.5374106904177,3.59107579217604,3.8342783422983,3.1206702,6.750252330637,989
Hedensted Skole (Hedensted),3.66240202719665,3.59384703144655,3.87631578947368,3.95254781380754,3.2104010063158,7.2202833637236,1042
Hee Skole (Ringkøbing-Skjern),3.92268872222222,3.81134244444444,3.96527777777778,4.21998455555556,3.60582013888889,,
Heibergskolen (København),3.78371087258687,3.80145847104247,4.01415701544402,4.12397652509653,3.14540419379845,8.26631071894604,797
Hejnsvig Skole (Billund),3.33680165168539,3.33450141573034,3.46910112359551,3.59350811235955,2.89186734831461,6.25568383783785,333
Heldagsskole Faaborg-Midtfyn (Faaborg-Midtfyn),3.55471925714286,3.59268702857143,3.70714285714286,3.72015874285714,3.19523817142857,,
Heldagsskolen (Bornholm),3.43854318421053,3.34438171052632,3.64692984210526,3.69156221052632,2.9945945945946,,
Heldagsskolen (Frederikshavn),3.21261319047619,3.079365,3.60714285714286,3.43068780952381,2.82653061904762,,
Heldagsskolen Bråby (Faxe),3.18510431506849,3.02012547297297,3.49652777777778,3.49365616216216,2.76888456164384,,
Heldagsskolen Fuglsanggård (Lyngby-Taarbæk),3.80382574358974,3.6195931,4.18125,4.025625,3.46446892307692,,
Heldagsskolen Lindersvold (Faxe),2.9508715,2.91765866666667,3.40277783333333,3.31990733333333,2.285714,,
Heldagsskolen Lærkeskolen (Assens),3.32359096551724,3.216297,3.68965517241379,3.50306513793103,2.96059110344828,2.7499995,4
Heldagsskolen Skovhuset (Roskilde),3.67518626666667,3.3571428,4.25,4.07111113333333,3.14285706666667,,
Heldagsskolen i Slimminge (Køge),3.67564785714286,3.62585019047619,3.81349204761905,3.93214285714286,3.2978572,,
Hellebækskolen (Helsingør),3.54444969400631,3.61417670662461,3.56572029337539,3.90231335015774,2.9446428670886,7.66764839,1200
Hellerup Skole (Gentofte),3.47172622380952,3.54904376190477,3.57775119617225,3.77648762559242,2.88409294761905,8.05391411779449,798
Hellevad Børneunivers (Aabenraa),3.67038437931035,3.54429382758621,3.88793103448276,4.06475096551724,3.11986872413793,,
Hem Skole (Skive),3.67590008571429,3.63448971428571,3.60714285714286,4.04256231428571,3.23734688571429,,
Hendriksholm Skole (Rødovre),3.29728904201681,3.3354068893617,3.29008438818565,3.67750266386554,2.72893772222222,6.82749792867981,659
Herfølge Skole (Køge),3.54080087431694,3.47222002732241,3.60291438797814,3.94230466298343,3.01105905464481,6.76092899397589,830
"Herlev byskole, afd.  Eng (Herlev)",3.55494585588235,3.60175879705883,3.68117010619469,3.79324928908556,3.08316477581121,6.82889608241082,813
"Herlev byskole, afd. Elv (Herlev)",3.76417796710526,3.70412734868421,3.72587719078947,4.08205409210526,3.40476190131579,,
