Institution,Generel trivsel,Faglig trivsel,Ro og orden,Social trivsel,Støtte og inspiration,Karaktergennemsnit,Antal karakterer
Lindebjergskolen (Roskilde),3.33678665217391,3.36863920289855,3.34963767391304,3.65844548550724,2.83600758695652,7.74061581764705,510
Lindegårdsskolen (Lyngby-Taarbæk),3.47042869512195,3.5178328597561,3.63786008641975,3.75156309756098,2.93828630246914,7.46441173805309,565
Lindehøjskolen (Herlev),3.48353202249489,3.55022549488754,3.58333333128834,3.75653260736196,2.96552985655738,7.27169089820359,1169
Lindevangskolen (Frederiksberg),3.54576426430518,3.64217908446867,3.6115664863388,3.81935638082193,3.01822793989071,7.35327857163742,684
Lindholm Dagskole (Slagelse),2.9154198,2.83333333333333,3.41111113333333,3.11523813333333,2.56349213333333,,
Lindved Skole (Hedensted),3.46216091397849,3.46726184408603,3.63873874054054,3.80766342473118,2.85115205913978,6.9327075644372,613
Lisbjergskolen (Aarhus),3.53156084937238,3.54465106302521,3.55381944583333,3.80428472727273,3.11744373221758,7.53426206233062,369
Louiseskolen (Haderslev),3.39269500925926,3.27157050458716,3.6743119266055,3.70014655855856,2.94691360185185,,
Lumby Skole (Odense),3.53289484146342,3.3652948271605,3.8125,3.8680818313253,3.0310714125,,
Lundagerskolen (Horsens),3.71041183333333,3.26884916666667,3.99242427272727,4.15416666666667,3.36408725,,
Lundehusskolen (København),3.50746109871245,3.53257892672414,3.57255747413793,3.76930260425532,3.05637681739131,6.37096046428572,504
Lundergård undervisningssted (Hjørring),3.62284117105263,3.59768160197369,3.68996710197368,3.94709126072608,3.15055978476821,7.22411787599544,879
Lundevejsskolen (Hørsholm),3.53774953333333,3.4392857,3.93390803448276,3.72962963333333,3.08210186206897,,
Lundgårdskolen (Herning),3.75184059178082,3.72980091780823,3.85966117307692,4.04117960821919,3.30050227123288,7.38970041882804,1041
Lundskolen (Horsens),3.3859003201581,3.37922695652174,3.449604743083,3.74686931620553,2.83736117391305,7.07508002772963,577
Lundtofte Skole (Lyngby-Taarbæk),3.57849068852459,3.61180341563787,3.8497267704918,3.83810824590164,3.01672519672132,7.75221197197639,678
Lykkegardskolen (Holbæk),3.39963058333333,3.0540675,3.60416666666667,3.79166666666667,3.10515858333333,,
Lykkesgårdskolen (Varde),3.53123522895623,3.53054477777778,3.58137583892617,3.94912484511785,2.9039735777027,7.27937532802936,817
Lynge Skole (Allerød),3.66348434322034,3.69503872995781,3.78036723305085,3.96235516877637,3.12887408050847,7.84630591304347,1081
Lynghedeskolen (Billund),3.56286121612903,3.50150502912621,3.66989247096774,3.98504440836014,2.9633764789644,7.08319034131737,167
Lyngholmskolen (Furesø),3.62023250190114,3.57567885171103,3.72773537022901,3.88698170722434,3.23089780916031,7.45135149031295,671
Lynghøjskolen (Roskilde),3.57568512830188,3.53666744736843,3.64191729323308,3.96127223308271,3.01596318939394,7.39494109753231,851
Lyreskovskolen (Aabenraa),3.36477815853659,3.43925147540984,3.56673442276423,3.59180979098361,2.85520105737705,6.74911700823722,607
Lysabild Børneunivers (Sønderborg),3.91807407142857,3.75425153571429,3.85714285714286,4.30992064285714,3.58163260714286,,
Lyshøjskolen (Kolding),3.78226310016978,3.81218961460103,3.82215619694397,4.1676755440678,3.17576529591838,8.05856177903875,1498
Lystrup Skole (Aarhus),3.57086956747405,3.57723578275863,3.7265625,3.82020263917526,3.10724996539792,7.73132034654731,782
Låsby Skole (Skanderborg),3.39641683406113,3.34859804803494,3.54002911353712,3.74399043668122,2.90311515859031,6.9232591496063,381
Læringscenter Himmerland (Rebild),3.51577408333333,3.16111108333333,3.45833333333333,4.112963,3.04047616666667,,
Læringshuset (Høje-Taastrup),3.39327845121951,3.44890623493976,3.32266259756098,3.6662805933735,2.96787533333333,6.76847251724138,145
Lærkeskolen (Egedal),3.49758796517413,3.54579826799008,3.570926382134,3.85414187,2.91448655831266,7.4546205299507,1419
Læssøesgades Skole (Aarhus),3.51325500980392,3.56598940298508,3.71282678921569,3.66385985853658,3.11285241293533,6.60513202317882,302
Læsø Skole og Børnehus (Læsø),3.55063190163934,3.46436495,3.60655737704918,3.92294431147541,3.08021073770492,6.468880506,250
Løgstrup Skole (Viborg),3.56965544845361,3.57530516923078,3.77405498453608,3.87744231443299,2.98853702061856,7.09666104968944,644
Løgstør Skole (Vesthimmerlands),3.52737296638656,3.51919259663866,3.64205344725738,3.82669111392405,3.04395217721519,7.10867455769231,676
Løjt Kirkeby Skole (Aabenraa),3.58707027935223,3.56314190650407,3.64058265853659,3.96174088663968,3.04476575708502,7.23211017479674,738
Løjtegårdsskolen (Tårnby),3.58137799759615,3.61291865144232,3.53228410169492,3.88367673317308,3.13542739036145,7.191820997,1000
Løkken undervisningssted (Hjørring),3.48732950485437,3.555594,3.55177993203884,3.82060409708738,2.88673139805825,6.7980121570248,363
Løsning Skole (Hedensted),3.55669074131274,3.48343742857143,3.71762820384615,3.86298077307692,3.10123215564202,6.54836108562366,946
Løve-Ørslev Skole (Kalundborg),4.2292610952381,4.07738085714286,4.08333333333333,4.62539680952381,3.89387752380952,,
MIR/Ledøje (Egedal),3.31033633333333,3.22485821428571,3.55,3.62394173333333,2.8380952,,
MIR/Lyngby (Lyngby-Taarbæk),3.44213275,3.45670990909091,4.01388891666667,3.72649569230769,2.96190475,,
Magleblik Skole (Halsnæs),3.508786015625,3.52147031640625,3.55544747470817,3.78807670817121,3.08269839607843,6.63845041038961,770
Maglegårdsskolen (Gentofte),3.68787695975232,3.8138158411215,3.75597092523365,4.03699907098766,3.017334211838,8.12177587018255,986
Maglehøjskolen (Egedal),3.40843301851852,3.40706309665428,3.44660493703704,3.80954732222222,2.82049034944238,7.33963950362844,689
Malling Skole (Aarhus),3.53204839130435,3.49918044891642,3.6268115931677,3.92692023529413,2.9529001588785,7.70562177480916,786
Margretheskolen (Roskilde),3.42884939613527,3.4827861262136,3.46300813170732,3.83796617475728,2.77324592270532,7.50317911594203,483
Mariager Skole (Mariagerfjord),3.52159432258065,3.47575090860216,3.60170251075269,3.89880525806452,2.98686635483871,7.59513342381786,571
"Maribo Skole, Blæsenborgafdelingen (Lolland)",3.58426366,3.58240467,3.715,3.807,3.19357143,,
"Maribo Skole, Borgerskoleafdelingen (Lolland)",3.59833895212766,3.57437092553192,3.67597517553192,3.97439096791444,3.06114484574468,6.08211814165666,833
Marielundskole og Børnehus (Kolding),3.44965995918367,3.33284736734694,3.66836734693878,3.77783332,3.00145773469388,,
Marienhoffskolen (Syddjurs),3.52172909009009,3.47050613063063,3.56831831981982,3.86846846846847,3.05737877927928,6.68088760720721,555
Marievangsskolen (Slagelse),3.49254892961877,3.52438601470589,3.49975633333333,3.80488525219942,3.00160590909091,6.72919543055555,1224
Marslev Skole og Børnehus (Kerteminde),3.70657898148148,3.68121681481481,3.87962962962963,3.97057612962963,3.25881837037037,,
Marstal Skole (Ærø),3.63289235121951,3.55204593658537,3.75,4.01044715121951,3.12414630731708,7.11869183955222,804
Mejrup Skole (Holstebro),3.63372408443272,3.68414673157896,3.69846491315789,4.03191565171504,2.97558267631579,8.11884666003061,653
Melby Skole (Halsnæs),3.43799088020833,3.47444392708334,3.57118055729167,3.72275680829015,2.89267016230367,7.02658302427184,618
Mellervangskolen (Aalborg),3.50995329787234,3.41894068376068,3.73824786324786,3.79693392307692,3.08510111158798,6.13310902293579,436
Mesingeskolen (Kerteminde),3.61706169565217,3.39682538095238,3.64492756521739,4.01014495652174,3.29730839130435,,
Midtmors Skole (Morsø),3.52508161111111,3.57859335185185,3.45833333333333,3.75628307407407,3.18624331481482,,
"Midtskolen, Bavneskolen (Faxe)",3.31825971698113,3.38000891194968,3.38836477987421,3.67068483647799,2.709374081761,6.58324773524151,559
"Midtskolen, Møllevangsskolen (Faxe)",3.28677320805369,3.30674327516779,3.38926174496644,3.56504473825503,2.80433044966443,6.35899267075665,489
"Midtskolen, Sofiendalskolen (Faxe)",3.32976035365854,3.30042112883436,3.36280487804878,3.68645712195122,2.83800707407407,6.39647244177671,833
Molsskolen (Syddjurs),3.45268419379845,3.44726517054264,3.54521963565892,3.85028999230769,2.831303,7.40491959392789,527
Morten Børup Skolen (Skanderborg),3.67785642982456,3.66722732747254,3.79239766008772,4.06102601312911,3.07880637938598,7.45640899642857,1120
Mosedeskolen (Greve),3.6664695989011,3.7339393434066,3.7284798543956,3.96473813736264,3.12048664010989,7.36631390044843,1115
Mou Skole (Aalborg),3.59389455421687,3.49622769879518,3.72791165060241,4.00960509638554,3.01887553012048,6.4804879488818,313
Muldbjerg undervisningssted (Hjørring),3.66766922375691,3.64406284254145,3.78162511357341,3.98634788950277,3.17082008888889,6.80544067841879,936
Munkebjergskolen (Odense),3.56867274712644,3.63524314122138,3.61111111111111,3.92073033587786,2.96767397692308,7.35706915282051,975
Munkebo Skole - mellem nor og fjord (Kerteminde),3.51658789211619,3.48526940833334,3.64695712448133,3.77438911203319,3.10301323236515,6.79087634834123,422
Munkegårdsskolen (Gentofte),3.65415734276729,3.69270725471699,3.66666666352201,4.01295422955976,3.09613187381703,8.04315901880876,638
Munkekærskolen (Solrød),3.58054941975308,3.63855905154641,3.64763374279835,3.88948127310062,3.03027348966944,7.55873416134186,1252
Munkevængets Skole (Kolding),3.60932755617977,3.69345789830509,3.80149813483146,3.75457252272727,3.21377739887641,6.480494505295,661
Munkholmskolen (Randers),3.64110742920354,3.66564639823009,3.72050147787611,3.95446165486726,3.11206277433629,7.47718686363637,418
Måløvhøj Skole (Ballerup),3.58100711858407,3.61833123049647,3.69278169014085,3.91576383774251,2.98512220603909,7.93752121969696,660
Mårslet Skole (Aarhus),3.63142290062112,3.69409104140788,3.72066942443064,4.00132932919255,2.97552005590063,7.92264546798919,1109
Møldrup Skole (Viborg),3.56711950684931,3.49850500684931,3.7208904109589,3.88401826712329,3.1025766369863,6.38008955905512,635
Mølholm Skole (Vejle),3.71098887234042,3.69673978457448,3.81870567021277,4.04179330585107,3.18294177453581,7.54158791666666,912
Møllebakkeskolen (Guldborgsund),3.43841336363636,3.45914717948718,3.69017093589744,3.69032356410256,2.90015661842105,6.67294746685084,362
Mølleholmskolen (Høje-Taastrup),3.53300653588517,3.56060437864078,3.60466988405797,3.82352472727273,3.05922474879227,6.53413761904761,861
Møllehøjskolen (Viborg),3.61161804918033,3.58524576229508,3.69715447154472,3.94011514754098,3.11204022764227,,
Mølleskolen (Skanderborg),3.66440716725978,3.70980826334521,3.79774614234875,4.00591298049645,3.04564552762925,7.88855169071198,2121
Møllevangskolen (Aarhus),3.72643418072289,3.75804840322581,3.82730923694779,3.98835451792829,3.26121350806452,6.88435686638831,479
Møllevejens Skole (Fredensborg),3.29796433333333,3.34537025925926,3.54320988888889,3.5325102962963,2.77248677777778,,
"Møn Skole, Hjertebjerg (Vordingborg)",3.76999580645161,3.63306438709677,3.79032258064516,4.00896058064516,3.57603687096774,,
"Møn Skole, Stege (Vordingborg)",3.32241187826087,3.28630165502183,3.36231884347826,3.64404590909091,2.87537592982456,6.35830801330798,1052
Mørdrupskolen (Helsingør),3.65837119662921,3.7766499661017,3.51647834463277,4.02899946629213,3.06370728248588,7.40335170029239,684
Mørke Skole (Syddjurs),3.56834367692308,3.49054019230769,3.70384615384615,3.9547619,3.02831502307692,6.56446579783395,277
Mørkhøj Skole (Gladsaxe),3.44165457333333,3.44119744,3.60888888888889,3.74824690222222,2.90404974107143,6.53956465327696,473
NOVAskolen (Vejle),3.40013370342205,3.48578034090909,3.44486692015209,3.69765798490566,2.85736918631178,6.80232620532319,789
Natur & Helhedsskolen Årslev (Faaborg-Midtfyn),3.704576,3.54157844444444,4.0,3.973611125,3.29464275,,
Natur- og Helhedsskolen Billesbølle (Middelfart),3.78871014285714,3.68417361764706,4.16904762857143,4.10552052941176,3.31827726470588,,
Naur-Sir Skole og Børnehus (Holstebro),3.7184300212766,3.68718327659575,3.76063829787234,4.10279465957447,3.17750757446809,,
Nibe Skole (Aalborg),3.5499427146402,3.59773092326733,3.64427860945274,3.89598765679013,2.9408749775,7.38223896196196,999
Niels Ebbesen Skolen (Skanderborg),3.5369736380697,3.53242151206435,3.62522282085562,3.89824886058982,2.972171,7.65058531966592,1317
Nim Skole og Børnehus (Horsens),3.76142294545455,3.63993492727273,4.00454545454546,4.02747474545454,3.38398263636364,,
Nivå Skole (Fredensborg),3.62007307092199,3.63796753356891,3.70386905,3.84862378014185,3.22700391814946,7.34546883279395,927
Nordagerskolen (Faaborg-Midtfyn),3.43467034394904,3.4479664745223,3.47816826517572,3.80377046984128,2.87063745686901,6.92985270126091,1031
Nordals skolen (Sønderborg),3.9410393381295,3.84757895683453,4.1726618705036,4.11103174285714,3.64415895683454,6.11857351724138,377
Nordbakkeskolen (Ringsted),3.50199657142857,3.46309510204082,3.44897959183673,3.76678006122449,3.21428570833333,,
Nordbyskolen (Guldborgsund),3.58497941509434,3.60126488262911,3.70339652132701,3.90026016981132,3.05989617061612,7.3840955453125,640
Nordenskov afdeling (Varde),3.49899879166667,3.42609120833333,3.67708333333333,3.84537035416667,2.98660714583333,,
Nordfynsskolen (Nordfyns),3.49779937096774,3.39601867213115,3.6161202295082,3.76880437096774,3.19066825806452,,
Nordgårdsskolen (Roskilde),3.52951347368421,3.57957378947368,3.91666668421053,3.574269,3.18797,,
Nordre Skole (Viborg),3.50917900472813,3.47287131914894,3.6717888108747,3.9147882995283,2.87520076484561,7.49016959829967,941
Nordre Skole Fortuna (Esbjerg),3.62908073841059,3.60671029568107,3.80094130564784,3.91772180132452,3.14105961589404,7.3322743775883,821
Nordregårdsskolen (Tårnby),3.50081565625,3.500593375,3.58296130803571,3.82056965333333,2.99978739732143,6.64491057507987,626
Nordskolen (Langeland),4.05686642105263,3.92324552631579,4.21052631578947,4.25438594736842,3.81954884210526,,
"Nordskolen, afdeling Baunehøj (Roskilde)",3.57995866101695,3.5615028,3.77648305084746,3.95653416101695,2.9524012,7.73657022479563,734
"Nordskolen, afdeling Jyllinge (Roskilde)",3.49822533198381,3.44275904048583,3.77159243724696,3.83432780161943,2.91508258367347,7.41918910596026,1208
Nordstjerneskolen (Frederikshavn),3.46396831284916,3.37067698044693,3.57332401955307,3.80507227094973,3.01530613445378,6.72304657908496,765
Nordstjerneskolen (Gribskov),3.40178390657439,3.44592934843206,3.54498269896194,3.65571018275862,2.89934687152777,6.92464071411482,836
Nordstrandskolen (Dragør),3.74381903038674,3.8057444930748,3.79903314917127,4.09603284254144,3.14212097771588,7.86539716037735,636
Nordvestskolen (Helsingør),3.48132110232558,3.5257752175926,3.56651017370892,3.83104198156682,2.88247664018692,6.46413813349814,809
Nordøstamager Skole (København),3.53396811111111,3.41269833333333,3.63888888888889,3.88544977777778,3.10687833333333,,
Nordøstsalling Skoler og Dagtilbud Breum (Skive),3.55622824752475,3.62684256435643,3.67326732673267,3.82519251485149,3.02602546534654,7.01506979190752,173
Nordøstsalling Skoler og Dagtilbud Fursund (Skive),3.78765426666667,3.6817458,3.56666666666667,4.2303704,3.40952393333333,5.73005523376624,77
Nordøstsalling Skoler og Dagtilbud Jebjerg (Skive),3.40447680555556,3.41253288888889,3.50694444444444,3.58055555555556,3.08134922222222,,
Nors Skole (Thisted),3.73234231746032,3.67951612698413,3.67724868253968,3.87724868253968,3.60997734920635,,
Nr Alslev Skole (Guldborgsund),3.42327977678571,3.43526771428571,3.59151785714286,3.76034606306306,2.85174320535714,6.17750182901554,579
Nr Felding skole og Børnehus (Holstebro),3.64208686363636,3.62757025,3.60795454545455,3.89368688636364,3.31547613636364,,
Nr Uttrup Skole (Aalborg),3.67385909433962,3.68870159245284,3.62830188679245,4.02818508301887,3.17569630566038,7.28332431283906,553
Nr. Søby Skole (Skive),3.74636055737705,3.77663924590164,3.87295081967213,4.13806921311475,3.08508973770492,,
Nr. Vedby Skole & Børnehus (Guldborgsund),3.48273131460674,3.43015867045454,3.68582375862069,3.76858767045454,3.01382575,6.41324877917982,317
Nr. Vium-Troldhede Skole (Ringkøbing-Skjern),3.65313507142857,3.77678557142857,3.51785714285714,4.11607142857143,2.93877557142857,,
Ny Hollænderskolen (Frederiksberg),3.63558421951219,3.70350606222223,3.72547934955752,4.02759916407983,2.95860317555557,7.98297881429746,1217
Nyager Skole (Rødovre),3.54117428846154,3.56042266923077,3.68378552713178,3.83150793846154,3.02807688461539,7.35841024387646,939
Nyboder Skole (København),3.70186418292683,3.81024446938776,3.80995934552846,3.98055070204082,3.11021381632653,7.86396758649094,607
Nyborg Heldagsskole (Nyborg),3.45963585074627,3.30561473134328,3.81965174626866,3.72103767164179,3.05955989393939,,
Nybøl Børneunivers (Sønderborg),3.8830958,3.77698395555556,3.94444444444444,4.28320986666667,3.39999995555556,,
Nydamskolen (Sønderborg),3.57007719491525,3.51728365254237,3.68723404255319,3.90491929957806,3.07850017521368,7.17734758234518,759
Nygård Skole (Helsingør),3.39474867567568,3.39099089189189,3.45945945945946,3.65105102702703,3.00553410810811,,
Nykøbing Skole (Odsherred),3.58876861574074,3.6119634212963,3.67052468981482,3.91232363888889,3.05526894444445,6.70819159495549,674
Nymarken Skole og Børnehus (Kerteminde),3.50441788235294,3.57085336363637,3.64157705913979,3.84059079144385,2.87203970588235,7.45445788255033,596
Nymarkskolen (Slagelse),3.38896580712166,3.44441604464286,3.45474777448071,3.70093538095239,2.84572558753709,6.61822046367521,936
Nymarkskolen (Svendborg),3.4863233180593,3.51742500000001,3.66711469354839,3.82115197050939,2.85864694086022,7.14048742414358,1839
Nyrupskolen (Kalundborg),3.52215567741935,3.5875022811245,3.57793522267207,3.797526976,3.01481586639676,7.21464151745635,802
Nysted Skole (Guldborgsund),3.47734816763006,3.39944623255814,3.55057803468208,3.85548714367816,2.99053188888889,6.48663480345911,636
Næsbjerg afdeling (Varde),3.55661031125828,3.57888204605263,3.71688741721854,3.88035066666667,2.96926984,7.23774395578947,475
Næsby Skole (Odense),3.51618454187192,3.56309709405941,3.71486927941177,3.77575260591133,2.96299552216749,6.90444641541038,597
Næshøjskolen (Aarhus),3.51564087662338,3.53721775,3.58876221498371,3.89547722149838,2.91732374025974,7.19005678883495,824
Næstved Specialskole (Næstved),3.982152825,3.96462146153846,4.22222220512821,4.1304365,3.72607135,,
Nødebogård Behandlingshjem (Hillerød),3.42033866666667,3.43005933333333,3.625,3.41851858333333,3.35515875,,
Nørhalne Skole (Jammerbugt),3.75087773846154,3.65252733846154,3.81025641538462,4.19760683076923,3.18681313846154,,
Nørholm Skole (Aalborg),3.69413410810811,3.53249662162162,3.75,4.11951951351351,3.23938224324324,,
Nørre Aaby Skole (Middelfart),3.39734613559322,3.32290145762712,3.48305084745763,3.83873952808988,2.80529996045198,6.61473895864105,677
Nørre Boulevard Skolen (Holstebro),3.54396478494624,3.58066946004321,3.67205459698276,3.86683685560345,2.97131592688173,7.3399717602428,1318
Nørre Fælled Skole (København),3.61105280821918,3.71045233333333,3.65239726027397,4.01907426174497,2.88302559183673,6.98786092927309,509
Nørre Nissum Skole- og Børneunivers (Lemvig),3.68984881428571,3.65901347142857,3.74642857142857,3.94690475714286,3.32826531428571,7.3297466878882,322
Nørre-Snede Skole (Ikast-Brande),3.51332771676301,3.40908080813954,3.68256262427746,3.81561986781609,3.06785708139535,6.59854808556151,374
Nørrebro Park Skole (København),3.60766648,3.5806844815951,3.58358974153846,3.93134921100918,3.17819547058823,6.74659115629322,723
Nørreskov-Skolen (Sønderborg),3.55653546976744,3.48917304651163,3.6024143317757,3.94249169767442,3.04884291588785,6.30683186811594,690
Nørrevangsskolen og UNX-Ung Nord10 (Randers),3.44386671875,3.43961170155039,3.53229974031008,3.70691983333333,3.02454429296875,5.80585628571429,672
Nøvling Skole (Aalborg),3.78036672413793,3.68024212280702,3.81034482758621,4.08492065517241,3.46198687931035,,
Odden Skole (Odsherred),3.399593,3.33928555555556,3.16666666666667,4.02839511111111,2.68253966666667,,
Oddense Skole (Skive),3.90303425,3.66245025,4.09375,4.28425925,3.5238095,,
Odinskolen (Odense),3.70750464851485,3.83037865841585,3.72359736633663,3.9179163681592,3.26663128217822,5.80410031825273,641
Oehlenschlægersgades Skole (København),3.46141430827068,3.51123931578947,3.51754385714286,3.8181570075188,2.86708738345864,7.10658001312336,381
Ole Rømer-Skolen (Høje-Taastrup),3.54300672972973,3.55857994256757,3.53282828282828,3.79315072972973,3.17291966666667,6.19604819148937,188
Opholdsstedet Lille Valbygård Skole (Slagelse),3.79832830769231,3.54655053846154,3.84615384615385,4.26410253846154,3.393773,,
Ordblindeinstituttet (Ballerup),3.61675776623377,3.46530594805195,3.75108224675325,3.92558751948052,3.27374768831169,,
Ordrup Skole (Gentofte),3.58335712569832,3.69198688826816,3.70740223184358,3.91772855865922,2.91342294662921,8.38040669380832,1179
Orø Børnehus og Skole (Holbæk),3.33662466666667,3.257275,3.47222225,3.67473541666667,2.86904758333333,,
Osted Skole (Lejre),3.5751103046875,3.5175346328125,3.5572916640625,3.90455881889764,3.174665171875,7.1054764548105,343
Oust Mølleskolen (Randers),3.25446163636364,3.06222936363636,3.64393936363636,3.59393936363636,2.76623381818182,,
Overlund Skole (Viborg),3.50437382228117,3.59065396286473,3.67683465782493,3.82123700265253,2.85649866312998,7.68170240136057,1323
Paarup Skole (Odense),3.55307038308458,3.57146498009952,3.54166666666667,3.93587617412936,2.9879705361596,7.40261973831775,856
Paradisbakkeskolen (Bornholm),3.60271707942239,3.60110725631769,3.6570743381295,3.95310037410072,3.07057453985507,7.03657394495412,872
Parkskolen (Struer),3.49584005704698,3.54722481818182,3.51066217508418,3.87725444630873,2.89591151178451,7.56915507011865,927
Parkvejens Skole (Odder),3.50521433448276,3.46142409342561,3.68944637024221,3.84675744178082,2.95381944791666,6.98746624719999,1250
Peder Lykke Skolen (København),3.59771908933718,3.66227296551725,3.65658021037464,3.93254768876081,3.02044450867052,6.54291685252525,990
Pedersborg Skole (Sorø),3.42889252866242,3.40792882692308,3.54193205732484,3.77018786075949,2.90188048407643,6.89392526582278,869
Peter Willemoesskolen (Assens),3.48117541525424,3.40373470588236,3.66031073728814,3.8237728487395,2.97992336440678,6.49775979247433,877
Petersmindeskolen (Vejle),3.61036333243243,3.64619847439354,3.77477477297297,3.98380522972973,2.94913538753388,7.23784152315393,799
Pilegårdsskolen (Tårnby),3.4228594984127,3.43038413492065,3.46157922575517,3.86275951269841,2.76538315948965,7.13154875065964,1516
Pilehaveskolen (Assens),3.806560025,3.60364251282051,3.927083325,4.14270835,3.534821375,,
Pilehaveskolen (Vallensbæk),3.56236651780822,3.58626756164384,3.60365296986301,3.88474932786886,3.05390735616438,7.30621459216809,1047
Pilelygaard (Holbæk),3.25615328571429,3.05518707142857,3.67857142857143,3.72729592857143,2.57312928571429,,
Pilelygaard Brønshøj (København),3.45044745,3.31287695,3.77322404918033,3.58719576666667,3.18730155,,
Pindstrupskolen afd Pindstrup (Syddjurs),3.58724588888889,3.38257156451613,3.87295083606557,3.87088058730159,3.26338793442623,,
Polaris Vanløse (København),3.43763945,3.30374985,4.02631578947368,3.4843452,3.20050136842105,,
"Polaris, Nordre Fasanvej (Frederiksberg)",3.4465904375,3.079613,4.09375,3.731671625,3.110119,,
Provstegårdskolen (Odense),3.49361452287582,3.51797375816994,3.66476655700326,3.72530664285715,3.03728603594771,7.29401261514523,964
Præstegårdsskolen Urban (Esbjerg),3.70960405882353,3.71053619852941,3.93014705882353,3.82469947058824,3.41048670588235,5.7276511830986,497
Præstemarkskolen (Favrskov),3.61912130523256,3.54938503488373,3.83114674635568,4.0176206627907,3.00955149709302,7.71180563730569,965
Præstemoseskolen (Hvidovre),3.60445204529616,3.62149067247387,3.65734265734266,3.89578701393729,3.13390774825175,6.94504089090909,605
Præstø skole (Vordingborg),3.71618373770492,3.63149436612022,3.8296903442623,4.05746812021858,3.25188654098361,6.96328803664921,573
Raarup Skole (Hedensted),3.55948086111111,3.47476838888889,3.76157408333333,3.76857142857143,3.23611113888889,6.00772153378379,148
Raklev Skole (Kalundborg),3.79890077419355,3.58314129032258,3.68548387096774,4.22974912903226,3.49385564516129,,
Ramløse Skole (Gribskov),3.4257623125,3.376736,3.70833334375,3.70190971875,2.92165171875,6.79371876436782,174
Ramme Skole (Lemvig),3.58422615,3.54270825,3.55625,3.914166675,3.178571375,,
Randersgades Skole (København),3.55774120467836,3.55377552631579,3.60233918128655,3.94171050581395,2.988025625731,7.32311571648689,649
Rantzausminde Skole (Svendborg),3.50847388273615,3.54771425,3.71091204885994,3.84740200970875,2.84637781311475,7.45578187198515,1078
Ranum Skole (Vesthimmerlands),3.60722897916667,3.52753630927835,3.88802083333333,3.87164127835051,3.17039756701031,6.61407561079546,352
Rask Mølle Skole (Hedensted),3.46450412053571,3.47181649107143,3.53571428125,3.77048610714286,2.97098216517858,6.85282096244785,719
Rasmus Rask-Skolen (Odense),3.50819612820513,3.55236563404256,3.63936170212766,3.91789091914894,2.80491516738198,7.25572565785124,605
Ravnholm Skole (Rudersdal),3.6674555777202,3.75143704404146,3.77612262694301,3.86339542487047,3.2295213238342,8.69937546116506,206
Ravnsholtskolen (Allerød),3.62231231363636,3.67288826696833,3.75227272727273,3.99103535454545,2.96541125,,
Ravnshøj skole (Frederikshavn),3.40670901030928,3.41056947916666,3.49742268041237,3.77605956701031,2.81217479381443,7.39331225255102,392
Ravsted Børneunivers (Aabenraa),3.85601781818182,3.76271627272727,4.02272727272727,4.06123740909091,3.5714285,,
Reerslev Skole (Høje-Taastrup),3.67403870588235,3.46226252941176,3.86764705882353,4.04112201960784,3.27824462745098,,
Resen Skole (Skive),3.54140162012987,3.49239582142857,3.59361471753247,4.00243282679739,2.90782313311688,7.29938884262701,807
Resenbro Skole (Silkeborg),3.48906153030303,3.51441187878788,3.41287878787879,3.90559763636364,2.91565654545455,,
Rindum Kjærgaard (Ringkøbing-Skjern),3.60651393877551,3.44403136734694,3.94217687755102,3.84007936734694,3.23715277083333,,
"Ringkøbing Skole, afd.  Alkjær (Ringkøbing-Skjern)",3.8314277751938,3.7898064296875,3.83591731007752,4.14140827131783,3.433593734375,,
"Ringkøbing Skole, afd. Rindum (Ringkøbing-Skjern)",3.65057989647059,3.63966288732395,3.75117646823529,4.01617812028302,3.08441455764707,7.07440433128416,1464
Rinkenæs Skole (Sønderborg),3.63789927027027,3.68661497297297,3.47297297297297,3.87154654054054,3.34749037837838,,
Risbjergskolen (Hvidovre),3.49732998863637,3.56543820454547,3.49202733485194,3.88065318451025,2.87639655580866,7.28405348951686,1097
Risingskolen (Odense),3.54441695620437,3.59873650490197,3.61951219268293,3.83554669902914,3.01533101707317,6.63756988031496,635
Rismølleskolen (Randers),3.47488391203704,3.47009218604652,3.58215962441315,3.7946821797235,2.92307524299066,6.72223961548732,749
Risskov Skole (Aarhus),3.70497914750542,3.78842580952382,3.79013679049676,4.06490243073593,3.03969119432315,8.43606328855723,1206
Rolf Krake Skolen (Holstebro),3.53912643225807,3.62097385436894,3.64239482200647,3.87658985161291,2.90668051132686,7.32729425483091,828
Rolighedsskolen (Thisted),3.73859686821705,3.6746991484375,3.86563307751938,4.0733727131783,3.25409748837209,,
Rosendalskolen (Mariagerfjord),3.59536321479714,3.57295218660288,3.62599681100478,3.98249138186158,3.05149237559809,7.26177351373625,1092
Rosengårdskolen (Odense),3.59158984375,3.53288802439025,3.74477352264808,3.90011298611112,3.11969471777003,6.69184188087431,915
Rosenkilde Skole (Slagelse),3.83668737878788,3.60668175,4.028645828125,4.16834467142857,3.44001419402985,,
Rosenvangskolen (Aarhus),3.62261058802817,3.66734983450705,3.71260306713781,3.96166303521127,3.02786220567376,7.57695534868421,1064
Rosenvængets Skole (København),3.41620706349206,3.43317576190476,3.76058201587302,3.6325086875,2.88106584126984,,
Roskilde Friskole (Roskilde),3.5455365,3.430208125,3.53125,3.9069445,3.125000125,,
